text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154",scam,SMS Spam,1,UCI SMS Spam Collection,157,25,17,0,1
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,safe,Standard SMS,0,UCI SMS Spam Collection,113,19,0,0,0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,safe,Standard SMS,0,UCI SMS Spam Collection,110,23,1,0,0
Den wat will e schedule b lk on sun?,safe,Standard SMS,0,UCI SMS Spam Collection,36,9,0,0,0
Lol enjoy role playing much?,safe,Standard SMS,0,UCI SMS Spam Collection,28,5,0,0,0
Ok. Me watching tv too.,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",safe,Standard SMS,0,UCI SMS Spam Collection,155,30,1,0,0
"Just checked out, heading out to drop off my stuff now",safe,Standard SMS,0,UCI SMS Spam Collection,54,11,0,0,0
Here got lots of hair dresser fr china.,safe,Standard SMS,0,UCI SMS Spam Collection,39,8,0,0,0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,safe,Standard SMS,0,UCI SMS Spam Collection,154,35,0,0,0
Ill call you evening ill some ideas.,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,scam,SMS Spam,1,UCI SMS Spam Collection,155,28,8,0,0
Did you show him and wot did he say or could u not c him 4 dust?,safe,Standard SMS,0,UCI SMS Spam Collection,64,17,1,0,0
It should take about  &lt;#&gt;  min,safe,Standard SMS,0,UCI SMS Spam Collection,36,6,0,0,0
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,scam,SMS Spam,1,UCI SMS Spam Collection,160,33,23,0,1
<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,scam,SMS Spam,1,UCI SMS Spam Collection,122,20,15,1,0
Finish liao... U?,safe,Standard SMS,0,UCI SMS Spam Collection,17,3,0,0,0
88066 FROM 88066 LOST 3POUND HELP,scam,SMS Spam,1,UCI SMS Spam Collection,33,6,11,0,0
Haha i think i did too,safe,Standard SMS,0,UCI SMS Spam Collection,22,6,0,0,0
U know we watchin at lido?,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,safe,Standard SMS,0,UCI SMS Spam Collection,144,26,0,0,0
"Haha awesome, I've been to 4u a couple times. Who all's coming?",safe,Standard SMS,0,UCI SMS Spam Collection,63,12,1,0,0
Cold. Dont be sad dear,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,safe,Standard SMS,0,UCI SMS Spam Collection,89,20,0,0,0
Is that on the telly? No its Brdget Jones!,safe,Standard SMS,0,UCI SMS Spam Collection,42,9,0,0,0
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,safe,Standard SMS,0,UCI SMS Spam Collection,135,26,0,0,0
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,safe,Standard SMS,0,UCI SMS Spam Collection,78,10,7,0,0
"Sorry, I'll call later in meeting",safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
R Ã¼ comin back for dinner?,safe,Standard SMS,0,UCI SMS Spam Collection,27,6,0,0,0
"I hav almost reached. Call, i m unable to connect u.",safe,Standard SMS,0,UCI SMS Spam Collection,52,11,0,0,0
Whom you waited for yesterday,safe,Standard SMS,0,UCI SMS Spam Collection,29,5,0,0,0
I reach home safe n sound liao...,safe,Standard SMS,0,UCI SMS Spam Collection,33,7,0,0,0
"Velly good, yes please!",safe,Standard SMS,0,UCI SMS Spam Collection,23,4,0,0,0
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",safe,Standard SMS,0,UCI SMS Spam Collection,85,18,0,0,0
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,safe,Standard SMS,0,UCI SMS Spam Collection,101,23,0,0,0
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,safe,Standard SMS,0,UCI SMS Spam Collection,110,25,1,0,0
Dont you have message offer,safe,Standard SMS,0,UCI SMS Spam Collection,27,5,0,0,0
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,scam,SMS Spam,1,UCI SMS Spam Collection,159,26,15,0,1
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",safe,Standard SMS,0,UCI SMS Spam Collection,58,14,2,0,0
Remind me how to get there and I shall do so,safe,Standard SMS,0,UCI SMS Spam Collection,44,11,0,0,0
:-( that's not v romantic!,safe,Standard SMS,0,UCI SMS Spam Collection,26,5,0,0,0
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,safe,Standard SMS,0,UCI SMS Spam Collection,91,17,1,0,0
You have 1 new message. Please call 08718738034.,scam,SMS Spam,1,UCI SMS Spam Collection,48,8,12,0,1
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,safe,Standard SMS,0,UCI SMS Spam Collection,125,30,0,0,0
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,scam,SMS Spam,1,UCI SMS Spam Collection,183,30,22,0,1
Draw va?i dont think so:),safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
Dont pick up d call when something important is There to tell. Hrishi,safe,Standard SMS,0,UCI SMS Spam Collection,69,13,0,0,0
Nothin comes to my mind. Ã help me buy hanger lor. Ur laptop not heavy?,safe,Standard SMS,0,UCI SMS Spam Collection,72,15,0,0,0
"&lt;#&gt; , that's all? Guess that's easy enough",safe,Standard SMS,0,UCI SMS Spam Collection,48,8,0,0,0
We can make a baby in yo tho,safe,Standard SMS,0,UCI SMS Spam Collection,28,8,0,0,0
Should I tell my friend not to come round til like  &lt;#&gt; ish?,safe,Standard SMS,0,UCI SMS Spam Collection,66,13,0,0,0
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,safe,Standard SMS,0,UCI SMS Spam Collection,127,29,1,0,0
Still in the area of the restaurant. Ill try to come back soon,safe,Standard SMS,0,UCI SMS Spam Collection,62,13,0,0,0
"Aight that'll work, thanks",safe,Standard SMS,0,UCI SMS Spam Collection,26,4,0,0,0
Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow,scam,SMS Spam,1,UCI SMS Spam Collection,162,30,23,0,0
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",safe,Standard SMS,0,UCI SMS Spam Collection,78,14,2,0,0
"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",scam,SMS Spam,1,UCI SMS Spam Collection,158,26,18,0,1
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",scam,SMS Spam,1,UCI SMS Spam Collection,114,15,1,0,0
So what do you guys do.,safe,Standard SMS,0,UCI SMS Spam Collection,23,6,0,0,0
Also that chat was awesome but don't make it regular unless you can see her in person,safe,Standard SMS,0,UCI SMS Spam Collection,85,17,0,0,0
That's significant but dont worry.,safe,Standard SMS,0,UCI SMS Spam Collection,34,5,0,0,0
That's cause your old. I live to be high.,safe,Standard SMS,0,UCI SMS Spam Collection,41,9,0,0,0
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",safe,Standard SMS,0,UCI SMS Spam Collection,134,26,0,0,0
On the way to office da..,safe,Standard SMS,0,UCI SMS Spam Collection,25,6,0,0,0
In which place do you want da.,safe,Standard SMS,0,UCI SMS Spam Collection,30,7,0,0,0
This pain couldn't have come at a worse time.,safe,Standard SMS,0,UCI SMS Spam Collection,45,9,0,0,0
Should I be stalking u?,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,safe,Standard SMS,0,UCI SMS Spam Collection,93,18,0,0,0
Ok lor.,safe,Standard SMS,0,UCI SMS Spam Collection,7,2,0,0,0
Apps class varaya elaya.,safe,Standard SMS,0,UCI SMS Spam Collection,24,4,0,0,0
"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",scam,SMS Spam,1,UCI SMS Spam Collection,167,27,28,0,1
That day you asked about anand number. Why:-),safe,Standard SMS,0,UCI SMS Spam Collection,45,8,0,0,0
Am surfing online store. For offers do you want to buy any thing.,safe,Standard SMS,0,UCI SMS Spam Collection,65,13,0,0,0
Long beach lor. Expected... U having dinner now?,safe,Standard SMS,0,UCI SMS Spam Collection,48,8,0,0,0
At home by the way,safe,Standard SMS,0,UCI SMS Spam Collection,18,5,0,0,0
We are both fine. Thanks,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
What happen to her tell the truth,safe,Standard SMS,0,UCI SMS Spam Collection,33,7,0,0,0
Do you like Italian food?,safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
Which is weird because I know I had it at one point,safe,Standard SMS,0,UCI SMS Spam Collection,51,12,0,0,0
Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,safe,Standard SMS,0,UCI SMS Spam Collection,92,15,0,0,0
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,safe,Standard SMS,0,UCI SMS Spam Collection,69,13,0,0,0
"Alright, see you in a bit",safe,Standard SMS,0,UCI SMS Spam Collection,25,6,0,0,0
Cheers for the message Zogtorius. IÂve been staring at my phone for an age deciding whether to text or not.,safe,Standard SMS,0,UCI SMS Spam Collection,108,20,0,0,0
I will take care of financial problem.i will help:),safe,Standard SMS,0,UCI SMS Spam Collection,51,9,0,0,0
Tell dear what happen to you. Why you talking to me like an alian,safe,Standard SMS,0,UCI SMS Spam Collection,65,14,0,0,0
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,scam,SMS Spam,1,UCI SMS Spam Collection,160,24,16,0,1
"Hi this is yijue, can i meet u at 11 tmr?",safe,Standard SMS,0,UCI SMS Spam Collection,41,11,2,0,0
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,safe,Standard SMS,0,UCI SMS Spam Collection,67,12,0,0,0
But i dint slept in afternoon.,safe,Standard SMS,0,UCI SMS Spam Collection,30,6,0,0,0
That seems unnecessarily affectionate,safe,Standard SMS,0,UCI SMS Spam Collection,37,4,0,0,0
Yar else i'll thk of all sorts of funny things.,safe,Standard SMS,0,UCI SMS Spam Collection,47,10,0,0,0
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3",scam,SMS Spam,1,UCI SMS Spam Collection,119,24,12,0,0
Thats cool. How was your day?,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,scam,SMS Spam,1,UCI SMS Spam Collection,82,13,11,0,1
R we going with the  &lt;#&gt;  bus?,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",safe,Standard SMS,0,UCI SMS Spam Collection,281,62,0,0,0
No..he joined today itself.,safe,Standard SMS,0,UCI SMS Spam Collection,27,4,0,0,0
Okay same with me. Well thanks for the clarification,safe,Standard SMS,0,UCI SMS Spam Collection,52,9,0,0,0
I'll talk to the others and probably just come early tomorrow then,safe,Standard SMS,0,UCI SMS Spam Collection,66,12,0,0,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",scam,SMS Spam,1,UCI SMS Spam Collection,149,28,18,0,0
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",safe,Standard SMS,0,UCI SMS Spam Collection,121,24,0,0,0
Hi. I'm sorry i missed your call. Can you pls call back.,safe,Standard SMS,0,UCI SMS Spam Collection,56,12,0,0,0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",scam,SMS Spam,1,UCI SMS Spam Collection,162,30,8,0,0
Ok then no need to tell me anything i am going to sleep good night,safe,Standard SMS,0,UCI SMS Spam Collection,66,15,0,0,0
Ok try to do week end course in coimbatore.,safe,Standard SMS,0,UCI SMS Spam Collection,43,9,0,0,0
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,scam,SMS Spam,1,UCI SMS Spam Collection,158,32,21,0,0
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),safe,Standard SMS,0,UCI SMS Spam Collection,127,24,4,0,0
If you r @ home then come down within 5 min,safe,Standard SMS,0,UCI SMS Spam Collection,43,11,1,0,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",safe,Standard SMS,0,UCI SMS Spam Collection,446,96,4,0,0
"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut?",safe,Standard SMS,0,UCI SMS Spam Collection,101,24,0,0,0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",safe,Standard SMS,0,UCI SMS Spam Collection,88,15,0,0,0
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,safe,Standard SMS,0,UCI SMS Spam Collection,103,20,1,0,0
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,scam,SMS Spam,1,UCI SMS Spam Collection,158,28,17,0,1
Dunno lei he neva say...,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,safe,Standard SMS,0,UCI SMS Spam Collection,95,20,3,0,0
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,safe,Standard SMS,0,UCI SMS Spam Collection,74,18,1,0,0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,scam,SMS Spam,1,UCI SMS Spam Collection,109,22,8,0,0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",safe,Standard SMS,0,UCI SMS Spam Collection,158,28,0,1,0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",safe,Standard SMS,0,UCI SMS Spam Collection,482,98,0,0,0
"If i let you do this, i want you in the house by 8am.",safe,Standard SMS,0,UCI SMS Spam Collection,53,14,1,0,0
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",safe,Standard SMS,0,UCI SMS Spam Collection,119,27,0,0,0
I will reach before ten morning,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Your pussy is perfect!,safe,Standard SMS,0,UCI SMS Spam Collection,22,4,0,0,0
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",scam,SMS Spam,1,UCI SMS Spam Collection,161,27,17,0,1
